date;Filière de production;Plage de puissance injection;Total
2019-12-11;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7308469482
2019-12-11;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;159847794906
2019-12-11;F0 : Total toutes filières;P7 : > 12000 kW;19117035480
2019-12-11;F1 : Thermique non renouvelable;P0 : Total toutes puissances;41054951579
2019-12-11;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2019-12-11;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2019-12-11;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;10039054
2019-12-11;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;82929647
2019-12-11;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;800671312
2019-12-11;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;39894051979
2019-12-11;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2019-12-11;F2 : Bioénergies;P0 : Total toutes puissances;16336121242
2019-12-11;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2019-12-11;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2019-12-11;F2 : Bioénergies;P3 : ]9 - 100] kW;107310808
2019-12-11;F2 : Bioénergies;P4 : ]100 - 250] kW;1140050587
2019-12-11;F2 : Bioénergies;P5 : ]250 - 1000] kW;1621574438
2019-12-11;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11291558850
2019-12-11;F2 : Bioénergies;P7 : > 12000 kW;0
2019-12-11;F3 : Hydraulique;P0 : Total toutes puissances;18896495733
2019-12-11;F3 : Hydraulique;P1 : ]0 - 3] kW;1229132780
2019-12-11;F3 : Hydraulique;P2 : ]3 - 9] kW;0
2019-12-11;F3 : Hydraulique;P3 : ]9 - 100] kW;244911210
2019-12-11;F3 : Hydraulique;P4 : ]100 - 250] kW;1132804790
2019-12-11;F3 : Hydraulique;P5 : ]250 - 1000] kW;4684295632
2019-12-11;F3 : Hydraulique;P6 : ]1000 - 12000] kW;10282756393
2019-12-11;F3 : Hydraulique;P7 : > 12000 kW;0
2019-12-11;F4 : Eolien;P0 : Total toutes puissances;110772216082
2019-12-11;F4 : Eolien;P1 : ]0 - 3] kW;244178300
2019-12-11;F4 : Eolien;P2 : ]3 - 9] kW;0
2019-12-11;F4 : Eolien;P3 : ]9 - 100] kW;335627
2019-12-11;F4 : Eolien;P4 : ]100 - 250] kW;982159
2019-12-11;F4 : Eolien;P5 : ]250 - 1000] kW;22244592
2019-12-11;F4 : Eolien;P6 : ]1000 - 12000] kW;94805870041
2019-12-11;F4 : Eolien;P7 : > 12000 kW;15647162976
2019-12-11;F5 : Solaire;P0 : Total toutes puissances;6027538817
2019-12-11;F5 : Solaire;P1 : ]0 - 3] kW;546700123
2019-12-11;F5 : Solaire;P2 : ]3 - 9] kW;360317300
2019-12-11;F5 : Solaire;P3 : ]9 - 100] kW;1382329587
2019-12-11;F5 : Solaire;P4 : ]100 - 250] kW;918132385
2019-12-11;F5 : Solaire;P5 : ]250 - 1000] kW;0
2019-12-11;F5 : Solaire;P6 : ]1000 - 12000] kW;2588068740
2019-12-11;F5 : Solaire;P7 : > 12000 kW;72707662
2019-12-11;F6 : Autres;P0 : Total toutes puissances;987522944
2019-12-11;F6 : Autres;P1 : ]0 - 3] kW;0
2019-12-11;F6 : Autres;P2 : ]3 - 9] kW;0
2019-12-11;F6 : Autres;P3 : ]9 - 100] kW;53627
2019-12-11;F6 : Autres;P4 : ]100 - 250] kW;151440
2019-12-11;F6 : Autres;P5 : ]250 - 1000] kW;666
2019-12-11;F6 : Autres;P6 : ]1000 - 12000] kW;750914150
2019-12-11;F6 : Autres;P7 : > 12000 kW;0
2019-12-12;F0 : Total toutes filières;P0 : Total toutes puissances;268580064253
2019-12-12;F0 : Total toutes filières;P1 : ]0 - 3] kW;2591951619
2019-12-12;F0 : Total toutes filières;P2 : ]3 - 9] kW;458608073
2019-12-12;F0 : Total toutes filières;P3 : ]9 - 100] kW;2117994384
2019-12-12;F0 : Total toutes filières;P4 : ]100 - 250] kW;3530930505
2019-12-12;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7404321169
2019-12-12;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;222523615356
2019-12-12;F0 : Total toutes filières;P7 : > 12000 kW;29952642998
2019-12-12;F1 : Thermique non renouvelable;P0 : Total toutes puissances;40939805397
2019-12-12;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2019-12-12;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2019-12-12;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;10010702
2019-12-12;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;83321297
2019-12-12;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;795626817
2019-12-12;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;39788648979
2019-12-12;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2019-12-12;F2 : Bioénergies;P0 : Total toutes puissances;16089629112
2019-12-12;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2019-12-12;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2019-12-12;F2 : Bioénergies;P3 : ]9 - 100] kW;106333076
2019-12-12;F2 : Bioénergies;P4 : ]100 - 250] kW;1149571954
2019-12-12;F2 : Bioénergies;P5 : ]250 - 1000] kW;1646247992
2019-12-12;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11262004799
2019-12-12;F2 : Bioénergies;P7 : > 12000 kW;0
2019-12-12;F3 : Hydraulique;P0 : Total toutes puissances;18689357319
2019-12-12;F3 : Hydraulique;P1 : ]0 - 3] kW;1233635624
2019-12-12;F3 : Hydraulique;P2 : ]3 - 9] kW;0
2019-12-12;F3 : Hydraulique;P3 : ]9 - 100] kW;245871088
2019-12-12;F3 : Hydraulique;P4 : ]100 - 250] kW;1108516756
2019-12-12;F3 : Hydraulique;P5 : ]250 - 1000] kW;4605480110
2019-12-12;F3 : Hydraulique;P6 : ]1000 - 12000] kW;10151663865
2019-12-12;F3 : Hydraulique;P7 : > 12000 kW;0
2019-12-12;F4 : Eolien;P0 : Total toutes puissances;183493867877
2019-12-12;F4 : Eolien;P1 : ]0 - 3] kW;239183899
2019-12-12;F4 : Eolien;P2 : ]3 - 9] kW;0
2019-12-12;F4 : Eolien;P3 : ]9 - 100] kW;342768
2019-12-12;F4 : Eolien;P4 : ]100 - 250] kW;2163993
2019-12-12;F4 : Eolien;P5 : ]250 - 1000] kW;27097226
2019-12-12;F4 : Eolien;P6 : ]1000 - 12000] kW;156445880977
2019-12-12;F4 : Eolien;P7 : > 12000 kW;26696621000
2019-12-12;F5 : Solaire;P0 : Total toutes puissances;8432262706
2019-12-12;F5 : Solaire;P1 : ]0 - 3] kW;693713609
2019-12-12;F5 : Solaire;P2 : ]3 - 9] kW;452979757
2019-12-12;F5 : Solaire;P3 : ]9 - 100] kW;1754284900
2019-12-12;F5 : Solaire;P4 : ]100 - 250] kW;1184727325
2019-12-12;F5 : Solaire;P5 : ]250 - 1000] kW;0
2019-12-12;F5 : Solaire;P6 : ]1000 - 12000] kW;3939810652
2019-12-12;F5 : Solaire;P7 : > 12000 kW;111072827
2019-12-12;F6 : Autres;P0 : Total toutes puissances;934864280
2019-12-12;F6 : Autres;P1 : ]0 - 3] kW;0
2019-12-12;F6 : Autres;P2 : ]3 - 9] kW;0
2019-12-12;F6 : Autres;P3 : ]9 - 100] kW;54776
2019-12-12;F6 : Autres;P4 : ]100 - 250] kW;204929
2019-12-12;F6 : Autres;P5 : ]250 - 1000] kW;370832
2019-12-12;F6 : Autres;P6 : ]1000 - 12000] kW;709561485
2019-12-12;F6 : Autres;P7 : > 12000 kW;0
2019-12-13;F0 : Total toutes filières;P0 : Total toutes puissances;330777191106
2019-12-13;F0 : Total toutes filières;P1 : ]0 - 3] kW;2424555590
2019-12-13;F0 : Total toutes filières;P2 : ]3 - 9] kW;469788508
2019-12-13;F0 : Total toutes filières;P3 : ]9 - 100] kW;2149749771
2019-12-13;F0 : Total toutes filières;P4 : ]100 - 250] kW;3312548685
2019-12-13;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6053676327
2019-12-13;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;276828078775
2019-12-13;F0 : Total toutes filières;P7 : > 12000 kW;39538793312
2019-12-13;F1 : Thermique non renouvelable;P0 : Total toutes puissances;38850878941
2019-12-13;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2019-12-13;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2019-12-13;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;9837594
2019-12-13;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;81003985
2019-12-13;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;745308981
2019-12-13;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;39386079481
2019-12-13;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2019-12-13;F2 : Bioénergies;P0 : Total toutes puissances;15943321991
2019-12-13;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2019-12-13;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2019-12-13;F2 : Bioénergies;P3 : ]9 - 100] kW;102990200
2019-12-13;F2 : Bioénergies;P4 : ]100 - 250] kW;1111321693
2019-12-13;F2 : Bioénergies;P5 : ]250 - 1000] kW;1640445859
2019-12-13;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10778052369
2019-12-13;F2 : Bioénergies;P7 : > 12000 kW;70192666
2019-12-13;F3 : Hydraulique;P0 : Total toutes puissances;15792171325
2019-12-13;F3 : Hydraulique;P1 : ]0 - 3] kW;988549278
2019-12-13;F3 : Hydraulique;P2 : ]3 - 9] kW;0
2019-12-13;F3 : Hydraulique;P3 : ]9 - 100] kW;230617700
2019-12-13;F3 : Hydraulique;P4 : ]100 - 250] kW;891827578
2019-12-13;F3 : Hydraulique;P5 : ]250 - 1000] kW;3280758679
2019-12-13;F3 : Hydraulique;P6 : ]1000 - 12000] kW;9066747871
2019-12-13;F3 : Hydraulique;P7 : > 12000 kW;0
2019-12-13;F4 : Eolien;P0 : Total toutes puissances;249684238514
2019-12-13;F4 : Eolien;P1 : ]0 - 3] kW;301326773
2019-12-13;F4 : Eolien;P2 : ]3 - 9] kW;0
2019-12-13;F4 : Eolien;P3 : ]9 - 100] kW;342768
2019-12-13;F4 : Eolien;P4 : ]100 - 250] kW;3951324
2019-12-13;F4 : Eolien;P5 : ]250 - 1000] kW;44855849
2019-12-13;F4 : Eolien;P6 : ]1000 - 12000] kW;212887597813
2019-12-13;F4 : Eolien;P7 : > 12000 kW;36330469809
2019-12-13;F5 : Solaire;P0 : Total toutes puissances;6690728769
2019-12-13;F5 : Solaire;P1 : ]0 - 3] kW;710397602
2019-12-13;F5 : Solaire;P2 : ]3 - 9] kW;464979204
2019-12-13;F5 : Solaire;P3 : ]9 - 100] kW;1805493950
2019-12-13;F5 : Solaire;P4 : ]100 - 250] kW;1220550079
2019-12-13;F5 : Solaire;P5 : ]250 - 1000] kW;0
2019-12-13;F5 : Solaire;P6 : ]1000 - 12000] kW;2809424647
2019-12-13;F5 : Solaire;P7 : > 12000 kW;111863661
2019-12-13;F6 : Autres;P0 : Total toutes puissances;921231568
2019-12-13;F6 : Autres;P1 : ]0 - 3] kW;0
2019-12-13;F6 : Autres;P2 : ]3 - 9] kW;0
2019-12-13;F6 : Autres;P3 : ]9 - 100] kW;56000
2019-12-13;F6 : Autres;P4 : ]100 - 250] kW;177941
2019-12-13;F6 : Autres;P5 : ]250 - 1000] kW;252664
2019-12-13;F6 : Autres;P6 : ]1000 - 12000] kW;692103488
2019-12-13;F6 : Autres;P7 : > 12000 kW;0
2019-12-14;F0 : Total toutes filières;P0 : Total toutes puissances;310292520603
2019-12-14;F0 : Total toutes filières;P1 : ]0 - 3] kW;2455182354
2019-12-14;F0 : Total toutes filières;P2 : ]3 - 9] kW;537479820
2019-12-14;F0 : Total toutes filières;P3 : ]9 - 100] kW;2418037189
2019-12-14;F0 : Total toutes filières;P4 : ]100 - 250] kW;3496188945
2019-12-14;F0 : Total toutes filières;P5 : ]250 - 1000] kW;5931453935
2019-12-14;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;257768161265
2019-12-14;F0 : Total toutes filières;P7 : > 12000 kW;37686016956
2019-12-14;F1 : Thermique non renouvelable;P0 : Total toutes puissances;40233456889
2019-12-14;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2019-12-14;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2019-12-14;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;10312942
2019-12-14;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;85587957
2019-12-14;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;745542982
2019-12-14;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;39125078483
2019-12-14;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2019-12-14;F2 : Bioénergies;P0 : Total toutes puissances;16349152279
2019-12-14;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2019-12-14;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2019-12-14;F2 : Bioénergies;P3 : ]9 - 100] kW;104088780
2019-12-14;F2 : Bioénergies;P4 : ]100 - 250] kW;1141372177
2019-12-14;F2 : Bioénergies;P5 : ]250 - 1000] kW;1624739056
2019-12-14;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11566248684
2019-12-14;F2 : Bioénergies;P7 : > 12000 kW;0
2019-12-14;F3 : Hydraulique;P0 : Total toutes puissances;15762731067
2019-12-14;F3 : Hydraulique;P1 : ]0 - 3] kW;978928556
2019-12-14;F3 : Hydraulique;P2 : ]3 - 9] kW;0
2019-12-14;F3 : Hydraulique;P3 : ]9 - 100] kW;225473892
2019-12-14;F3 : Hydraulique;P4 : ]100 - 250] kW;864171963
2019-12-14;F3 : Hydraulique;P5 : ]250 - 1000] kW;3164641025
2019-12-14;F3 : Hydraulique;P6 : ]1000 - 12000] kW;9187312215
2019-12-14;F3 : Hydraulique;P7 : > 12000 kW;0
2019-12-14;F4 : Eolien;P0 : Total toutes puissances;227366859997
2019-12-14;F4 : Eolien;P1 : ]0 - 3] kW;226449180
2019-12-14;F4 : Eolien;P2 : ]3 - 9] kW;0
2019-12-14;F4 : Eolien;P3 : ]9 - 100] kW;342768
2019-12-14;F4 : Eolien;P4 : ]100 - 250] kW;3746493
2019-12-14;F4 : Eolien;P5 : ]250 - 1000] kW;20190892
2019-12-14;F4 : Eolien;P6 : ]1000 - 12000] kW;192589604815
2019-12-14;F4 : Eolien;P7 : > 12000 kW;34415928954
2019-12-14;F5 : Solaire;P0 : Total toutes puissances;9717448534
2019-12-14;F5 : Solaire;P1 : ]0 - 3] kW;813761305
2019-12-14;F5 : Solaire;P2 : ]3 - 9] kW;535944099
2019-12-14;F5 : Solaire;P3 : ]9 - 100] kW;2077693506
2019-12-14;F5 : Solaire;P4 : ]100 - 250] kW;1397731175
2019-12-14;F5 : Solaire;P5 : ]250 - 1000] kW;0
2019-12-14;F5 : Solaire;P6 : ]1000 - 12000] kW;4436227332
2019-12-14;F5 : Solaire;P7 : > 12000 kW;126719661
2019-12-14;F6 : Autres;P0 : Total toutes puissances;863146090
2019-12-14;F6 : Autres;P1 : ]0 - 3] kW;0
2019-12-14;F6 : Autres;P2 : ]3 - 9] kW;0
2019-12-14;F6 : Autres;P3 : ]9 - 100] kW;91136
2019-12-14;F6 : Autres;P4 : ]100 - 250] kW;241440
2019-12-14;F6 : Autres;P5 : ]250 - 1000] kW;82332
2019-12-14;F6 : Autres;P6 : ]1000 - 12000] kW;636418320
2019-12-14;F6 : Autres;P7 : > 12000 kW;0
2019-12-15;F0 : Total toutes filières;P0 : Total toutes puissances;250188593675
2019-12-15;F0 : Total toutes filières;P1 : ]0 - 3] kW;2483152032
2019-12-15;F0 : Total toutes filières;P2 : ]3 - 9] kW;579117451
2019-12-15;F0 : Total toutes filières;P3 : ]9 - 100] kW;2580483705
2019-12-15;F0 : Total toutes filières;P4 : ]100 - 250] kW;3684551289
2019-12-15;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6466311887
2019-12-15;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;205667544684
2019-12-15;F0 : Total toutes filières;P7 : > 12000 kW;28727432478
2019-12-15;F1 : Thermique non renouvelable;P0 : Total toutes puissances;40741857690
2019-12-15;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2019-12-15;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2019-12-15;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;9991769
2019-12-15;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;80835006
2019-12-15;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;756411315
2019-12-15;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;39627148645
2019-12-15;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2019-12-15;F2 : Bioénergies;P0 : Total toutes puissances;16658245327
2019-12-15;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2019-12-15;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2019-12-15;F2 : Bioénergies;P3 : ]9 - 100] kW;105061794
2019-12-15;F2 : Bioénergies;P4 : ]100 - 250] kW;1150746834
2019-12-15;F2 : Bioénergies;P5 : ]250 - 1000] kW;1658598542
2019-12-15;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11533077586
2019-12-15;F2 : Bioénergies;P7 : > 12000 kW;0
2019-12-15;F3 : Hydraulique;P0 : Total toutes puissances;16507354009
2019-12-15;F3 : Hydraulique;P1 : ]0 - 3] kW;1044606368
2019-12-15;F3 : Hydraulique;P2 : ]3 - 9] kW;0
2019-12-15;F3 : Hydraulique;P3 : ]9 - 100] kW;232108210
2019-12-15;F3 : Hydraulique;P4 : ]100 - 250] kW;915796360
2019-12-15;F3 : Hydraulique;P5 : ]250 - 1000] kW;3556671196
2019-12-15;F3 : Hydraulique;P6 : ]1000 - 12000] kW;9425309858
2019-12-15;F3 : Hydraulique;P7 : > 12000 kW;0
2019-12-15;F4 : Eolien;P0 : Total toutes puissances;162703825518
2019-12-15;F4 : Eolien;P1 : ]0 - 3] kW;180289400
2019-12-15;F4 : Eolien;P2 : ]3 - 9] kW;0
2019-12-15;F4 : Eolien;P3 : ]9 - 100] kW;335627
2019-12-15;F4 : Eolien;P4 : ]100 - 250] kW;921994
2019-12-15;F4 : Eolien;P5 : ]250 - 1000] kW;32395700
2019-12-15;F4 : Eolien;P6 : ]1000 - 12000] kW;137315130480
2019-12-15;F4 : Eolien;P7 : > 12000 kW;25137427479
2019-12-15;F5 : Solaire;P0 : Total toutes puissances;12680886889
2019-12-15;F5 : Solaire;P1 : ]0 - 3] kW;877023482
2019-12-15;F5 : Solaire;P2 : ]3 - 9] kW;576455232
2019-12-15;F5 : Solaire;P3 : ]9 - 100] kW;2232748791
2019-12-15;F5 : Solaire;P4 : ]100 - 250] kW;1533034242
2019-12-15;F5 : Solaire;P5 : ]250 - 1000] kW;0
2019-12-15;F5 : Solaire;P6 : ]1000 - 12000] kW;6870252367
2019-12-15;F5 : Solaire;P7 : > 12000 kW;157898993
2019-12-15;F6 : Autres;P0 : Total toutes puissances;900862764
2019-12-15;F6 : Autres;P1 : ]0 - 3] kW;0
2019-12-15;F6 : Autres;P2 : ]3 - 9] kW;0
2019-12-15;F6 : Autres;P3 : ]9 - 100] kW;336840
2019-12-15;F6 : Autres;P4 : ]100 - 250] kW;186800
2019-12-15;F6 : Autres;P5 : ]250 - 1000] kW;243664
2019-12-15;F6 : Autres;P6 : ]1000 - 12000] kW;687865486
2019-12-15;F6 : Autres;P7 : > 12000 kW;0
2019-12-16;F0 : Total toutes filières;P0 : Total toutes puissances;184465356414
2019-12-16;F0 : Total toutes filières;P1 : ]0 - 3] kW;2359355143
2019-12-16;F0 : Total toutes filières;P2 : ]3 - 9] kW;292523060
2019-12-16;F0 : Total toutes filières;P3 : ]9 - 100] kW;1487156681
2019-12-16;F0 : Total toutes filières;P4 : ]100 - 250] kW;2987944140
2019-12-16;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6565693419
2019-12-16;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;152139515681
2019-12-16;F0 : Total toutes filières;P7 : > 12000 kW;18633168146
2019-12-16;F1 : Thermique non renouvelable;P0 : Total toutes puissances;40741870156
2019-12-16;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2019-12-16;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2019-12-16;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;9762410
2019-12-16;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;82398316
2019-12-16;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;750495978
2019-12-16;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;39631400477
2019-12-16;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2019-12-16;F2 : Bioénergies;P0 : Total toutes puissances;16419829643
2019-12-16;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2019-12-16;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2019-12-16;F2 : Bioénergies;P3 : ]9 - 100] kW;105241054
2019-12-16;F2 : Bioénergies;P4 : ]100 - 250] kW;1136715668
2019-12-16;F2 : Bioénergies;P5 : ]250 - 1000] kW;1616423284
2019-12-16;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11327114151
2019-12-16;F2 : Bioénergies;P7 : > 12000 kW;0
2019-12-16;F3 : Hydraulique;P0 : Total toutes puissances;17202544007
2019-12-16;F3 : Hydraulique;P1 : ]0 - 3] kW;1205682892
2019-12-16;F3 : Hydraulique;P2 : ]3 - 9] kW;0
2019-12-16;F3 : Hydraulique;P3 : ]9 - 100] kW;234034636
2019-12-16;F3 : Hydraulique;P4 : ]100 - 250] kW;988652643
2019-12-16;F3 : Hydraulique;P5 : ]250 - 1000] kW;3891074078
2019-12-16;F3 : Hydraulique;P6 : ]1000 - 12000] kW;9537139333
2019-12-16;F3 : Hydraulique;P7 : > 12000 kW;0
2019-12-16;F4 : Eolien;P0 : Total toutes puissances;103294862773
2019-12-16;F4 : Eolien;P1 : ]0 - 3] kW;331189086
2019-12-16;F4 : Eolien;P2 : ]3 - 9] kW;0
2019-12-16;F4 : Eolien;P3 : ]9 - 100] kW;321345
2019-12-16;F4 : Eolien;P4 : ]100 - 250] kW;106162
2019-12-16;F4 : Eolien;P5 : ]250 - 1000] kW;40412624
2019-12-16;F4 : Eolien;P6 : ]1000 - 12000] kW;87785635401
2019-12-16;F4 : Eolien;P7 : > 12000 kW;15084482648
2019-12-16;F5 : Solaire;P0 : Total toutes puissances;5867097262
2019-12-16;F5 : Solaire;P1 : ]0 - 3] kW;441871247
2019-12-16;F5 : Solaire;P2 : ]3 - 9] kW;291032453
2019-12-16;F5 : Solaire;P3 : ]9 - 100] kW;1137012167
2019-12-16;F5 : Solaire;P4 : ]100 - 250] kW;778852168
2019-12-16;F5 : Solaire;P5 : ]250 - 1000] kW;0
2019-12-16;F5 : Solaire;P6 : ]1000 - 12000] kW;2918249071
2019-12-16;F5 : Solaire;P7 : > 12000 kW;69362660
2019-12-16;F6 : Autres;P0 : Total toutes puissances;935987114
2019-12-16;F6 : Autres;P1 : ]0 - 3] kW;0
2019-12-16;F6 : Autres;P2 : ]3 - 9] kW;0
2019-12-16;F6 : Autres;P3 : ]9 - 100] kW;54768
2019-12-16;F6 : Autres;P4 : ]100 - 250] kW;55985
2019-12-16;F6 : Autres;P5 : ]250 - 1000] kW;78998
2019-12-16;F6 : Autres;P6 : ]1000 - 12000] kW;738694984
2019-12-16;F6 : Autres;P7 : > 12000 kW;0
2019-12-17;F0 : Total toutes filières;P0 : Total toutes puissances;224246554719
2019-12-17;F0 : Total toutes filières;P1 : ]0 - 3] kW;2551552665
2019-12-17;F0 : Total toutes filières;P2 : ]3 - 9] kW;348464099
2019-12-17;F0 : Total toutes filières;P3 : ]9 - 100] kW;1704093052
2019-12-17;F0 : Total toutes filières;P4 : ]100 - 250] kW;3193341442
2019-12-17;F0 : Total toutes filières;P5 : ]250 - 1000] kW;6991739439
2019-12-17;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;183679774732
2019-12-17;F0 : Total toutes filières;P7 : > 12000 kW;25777589145
2019-12-17;F1 : Thermique non renouvelable;P0 : Total toutes puissances;40891152571
2019-12-17;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2019-12-17;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2019-12-17;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;9457330
2019-12-17;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;79740748
2019-12-17;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;757421482
2019-12-17;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;39777182312
2019-12-17;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2019-12-17;F2 : Bioénergies;P0 : Total toutes puissances;16238108814
2019-12-17;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2019-12-17;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2019-12-17;F2 : Bioénergies;P3 : ]9 - 100] kW;104163814
2019-12-17;F2 : Bioénergies;P4 : ]100 - 250] kW;1129127572
2019-12-17;F2 : Bioénergies;P5 : ]250 - 1000] kW;1645505710
2019-12-17;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11081500907
2019-12-17;F2 : Bioénergies;P7 : > 12000 kW;0
2019-12-17;F3 : Hydraulique;P0 : Total toutes puissances;18414472353
2019-12-17;F3 : Hydraulique;P1 : ]0 - 3] kW;1304542258
2019-12-17;F3 : Hydraulique;P2 : ]3 - 9] kW;0
2019-12-17;F3 : Hydraulique;P3 : ]9 - 100] kW;239102322
2019-12-17;F3 : Hydraulique;P4 : ]100 - 250] kW;1053116580
2019-12-17;F3 : Hydraulique;P5 : ]250 - 1000] kW;4261278505
2019-12-17;F3 : Hydraulique;P6 : ]1000 - 12000] kW;10292108431
2019-12-17;F3 : Hydraulique;P7 : > 12000 kW;0
2019-12-17;F4 : Eolien;P0 : Total toutes puissances;141141158186
2019-12-17;F4 : Eolien;P1 : ]0 - 3] kW;356376788
2019-12-17;F4 : Eolien;P2 : ]3 - 9] kW;0
2019-12-17;F4 : Eolien;P3 : ]9 - 100] kW;342768
2019-12-17;F4 : Eolien;P4 : ]100 - 250] kW;504330
2019-12-17;F4 : Eolien;P5 : ]250 - 1000] kW;39937290
2019-12-17;F4 : Eolien;P6 : ]1000 - 12000] kW;118437375981
2019-12-17;F4 : Eolien;P7 : > 12000 kW;22262437149
2019-12-17;F5 : Solaire;P0 : Total toutes puissances;6587915056
2019-12-17;F5 : Solaire;P1 : ]0 - 3] kW;526412234
2019-12-17;F5 : Solaire;P2 : ]3 - 9] kW;341724431
2019-12-17;F5 : Solaire;P3 : ]9 - 100] kW;1351231591
2019-12-17;F5 : Solaire;P4 : ]100 - 250] kW;928683370
2019-12-17;F5 : Solaire;P5 : ]250 - 1000] kW;0
2019-12-17;F5 : Solaire;P6 : ]1000 - 12000] kW;3118125853
2019-12-17;F5 : Solaire;P7 : > 12000 kW;63202994
2019-12-17;F6 : Autres;P0 : Total toutes puissances;971256334
2019-12-17;F6 : Autres;P1 : ]0 - 3] kW;0
2019-12-17;F6 : Autres;P2 : ]3 - 9] kW;0
2019-12-17;F6 : Autres;P3 : ]9 - 100] kW;54768
2019-12-17;F6 : Autres;P4 : ]100 - 250] kW;105313
